"ID","Area","Year","Element","Unit","Value","Item","Element.1","Unit.1","Value.1","Item.1","Unit.2","Value.2"
"France 1973","France",1973,"Total Population - Both sexes","1000 persons",51814.075,"Cereals, primary","Production","tonnes",43053408,"Cropland","1000 ha",18701
"France 1974","France",1974,"Total Population - Both sexes","1000 persons",52163.552,"Cereals, primary","Production","tonnes",41069978,"Cropland","1000 ha",18887
"France 1975","France",1975,"Total Population - Both sexes","1000 persons",52450.03,"Cereals, primary","Production","tonnes",35731890,"Cropland","1000 ha",18954
"France 1976","France",1976,"Total Population - Both sexes","1000 persons",52685.266,"Cereals, primary","Production","tonnes",32729070,"Cropland","1000 ha",18737
"France 1977","France",1977,"Total Population - Both sexes","1000 persons",52925.442,"Cereals, primary","Production","tonnes",39316140,"Cropland","1000 ha",18836
"France 1978","France",1978,"Total Population - Both sexes","1000 persons",53175.309,"Cereals, primary","Production","tonnes",45454526,"Cropland","1000 ha",18975
"France 1979","France",1979,"Total Population - Both sexes","1000 persons",53428.781,"Cereals, primary","Production","tonnes",44266904,"Cropland","1000 ha",18922
"France 1980","France",1980,"Total Population - Both sexes","1000 persons",53713.83,"Cereals, primary","Production","tonnes",48024778,"Cropland","1000 ha",18872
"France 1981","France",1981,"Total Population - Both sexes","1000 persons",54016.749,"Cereals, primary","Production","tonnes",45941700,"Cropland","1000 ha",18916
"France 1982","France",1982,"Total Population - Both sexes","1000 persons",54319.646,"Cereals, primary","Production","tonnes",48668500,"Cropland","1000 ha",19023
"France 1983","France",1983,"Total Population - Both sexes","1000 persons",54592.379,"Cereals, primary","Production","tonnes",46397398,"Cropland","1000 ha",19027
"France 1984","France",1984,"Total Population - Both sexes","1000 persons",54845.98,"Cereals, primary","Production","tonnes",58144290,"Cropland","1000 ha",19145
"France 1985","France",1985,"Total Population - Both sexes","1000 persons",55108.106,"Cereals, primary","Production","tonnes",55684180,"Cropland","1000 ha",19242
"France 1986","France",1986,"Total Population - Both sexes","1000 persons",55371.639,"Cereals, primary","Production","tonnes",50373694,"Cropland","1000 ha",19302
"France 1987","France",1987,"Total Population - Both sexes","1000 persons",55641.541,"Cereals, primary","Production","tonnes",52939096,"Cropland","1000 ha",19459
"France 1988","France",1988,"Total Population - Both sexes","1000 persons",55911.478,"Cereals, primary","Production","tonnes",56071405,"Cropland","1000 ha",19051
"France 1989","France",1989,"Total Population - Both sexes","1000 persons",56169.948,"Cereals, primary","Production","tonnes",57603036,"Cropland","1000 ha",18928
"France 1990","France",1990,"Total Population - Both sexes","1000 persons",56412.897,"Cereals, primary","Production","tonnes",55110621,"Cropland","1000 ha",18993.5
"France 1991","France",1991,"Total Population - Both sexes","1000 persons",56645.215,"Cereals, primary","Production","tonnes",60262165.8,"Cropland","1000 ha",19037.3
"France 1992","France",1992,"Total Population - Both sexes","1000 persons",56864.048,"Cereals, primary","Production","tonnes",60473754.7,"Cropland","1000 ha",19051.5
"France 1993","France",1993,"Total Population - Both sexes","1000 persons",57053.732,"Cereals, primary","Production","tonnes",55422571.9,"Cropland","1000 ha",19229.6
"France 1994","France",1994,"Total Population - Both sexes","1000 persons",57230.065,"Cereals, primary","Production","tonnes",53185122,"Cropland","1000 ha",19284.3
"France 1995","France",1995,"Total Population - Both sexes","1000 persons",57420.354,"Cereals, primary","Production","tonnes",53284873.9,"Cropland","1000 ha",19347.8
"France 1996","France",1996,"Total Population - Both sexes","1000 persons",57623.178,"Cereals, primary","Production","tonnes",62253509.9,"Cropland","1000 ha",19367.9
"France 1997","France",1997,"Total Population - Both sexes","1000 persons",57839.363,"Cereals, primary","Production","tonnes",63031639.4,"Cropland","1000 ha",19420.9
"France 1998","France",1998,"Total Population - Both sexes","1000 persons",58080.344,"Cereals, primary","Production","tonnes",67947149.1,"Cropland","1000 ha",19462
"France 1999","France",1999,"Total Population - Both sexes","1000 persons",58352.208,"Cereals, primary","Production","tonnes",64264517.6,"Cropland","1000 ha",19497
"France 2000","France",2000,"Total Population - Both sexes","1000 persons",58665.453,"Cereals, primary","Production","tonnes",65732234.8,"Cropland","1000 ha",19495.1
"France 2001","France",2001,"Total Population - Both sexes","1000 persons",59014.772,"Cereals, primary","Production","tonnes",60300838.1,"Cropland","1000 ha",19480.6
"France 2002","France",2002,"Total Population - Both sexes","1000 persons",59372.786,"Cereals, primary","Production","tonnes",69700574.9,"Cropland","1000 ha",19499.8
"France 2003","France",2003,"Total Population - Both sexes","1000 persons",59728.262,"Cereals, primary","Production","tonnes",55099556.8,"Cropland","1000 ha",19470.8
"France 2004","France",2004,"Total Population - Both sexes","1000 persons",60108.438,"Cereals, primary","Production","tonnes",70642015.5,"Cropland","1000 ha",19478.8
"France 2005","France",2005,"Total Population - Both sexes","1000 persons",60510.079,"Cereals, primary","Production","tonnes",64210067.4,"Cropland","1000 ha",19488.2
"France 2006","France",2006,"Total Population - Both sexes","1000 persons",60919.15,"Cereals, primary","Production","tonnes",61820444.7,"Cropland","1000 ha",19435.6
"France 2007","France",2007,"Total Population - Both sexes","1000 persons",61329.376,"Cereals, primary","Production","tonnes",59578777.56,"Cropland","1000 ha",19358.3
"France 2008","France",2008,"Total Population - Both sexes","1000 persons",61721.009,"Cereals, primary","Production","tonnes",70418032.1,"Cropland","1000 ha",19320
"France 2009","France",2009,"Total Population - Both sexes","1000 persons",62093.296,"Cereals, primary","Production","tonnes",70373159.2,"Cropland","1000 ha",19283.4
"France 2010","France",2010,"Total Population - Both sexes","1000 persons",62444.567,"Cereals, primary","Production","tonnes",65839202.3,"Cropland","1000 ha",19311.8
"France 2011","France",2011,"Total Population - Both sexes","1000 persons",62775.268,"Cereals, primary","Production","tonnes",63954886,"Cropland","1000 ha",19281.6
"France 2012","France",2012,"Total Population - Both sexes","1000 persons",63071.416,"Cereals, primary","Production","tonnes",68341730.6,"Cropland","1000 ha",19285.5
"France 2013","France",2013,"Total Population - Both sexes","1000 persons",63335.18,"Cereals, primary","Production","tonnes",67537680.9,"Cropland","1000 ha",19302.2
"France 2014","France",2014,"Total Population - Both sexes","1000 persons",63588.491,"Cereals, primary","Production","tonnes",72801345,"Cropland","1000 ha",19328.3
"France 2015","France",2015,"Total Population - Both sexes","1000 persons",63809.769,"Cereals, primary","Production","tonnes",73072833.8,"Cropland","1000 ha",19465
"France 2016","France",2016,"Total Population - Both sexes","1000 persons",63989.319,"Cereals, primary","Production","tonnes",54616263.89,"Cropland","1000 ha",19348.036
"France 2017","France",2017,"Total Population - Both sexes","1000 persons",64144.086,"Cereals, primary","Production","tonnes",68730244.14,"Cropland","1000 ha",19463.775
"France 2018","France",2018,"Total Population - Both sexes","1000 persons",64277.808,"Cereals, primary","Production","tonnes",61839480,"Cropland","1000 ha",19132.2
"France 2019","France",2019,"Total Population - Both sexes","1000 persons",64399.759,"Cereals, primary","Production","tonnes",70378890,"Cropland","1000 ha",19075.436
"France 2020","France",2020,"Total Population - Both sexes","1000 persons",64480.053,"Cereals, primary","Production","tonnes",56849840,"Cropland","1000 ha",18970.54
"Greece 1961","Greece",1961,"Total Population - Both sexes","1000 persons",8526.469,"Cereals, primary","Production","tonnes",2243876,"Cropland","1000 ha",3700
"Greece 1962","Greece",1962,"Total Population - Both sexes","1000 persons",8540.805,"Cereals, primary","Production","tonnes",2426843,"Cropland","1000 ha",3702
"Greece 1963","Greece",1963,"Total Population - Both sexes","1000 persons",8541.792,"Cereals, primary","Production","tonnes",2122537,"Cropland","1000 ha",3896
"Greece 1964","Greece",1964,"Total Population - Both sexes","1000 persons",8534.89,"Cereals, primary","Production","tonnes",2874641,"Cropland","1000 ha",3848
"Greece 1965","Greece",1965,"Total Population - Both sexes","1000 persons",8526.254,"Cereals, primary","Production","tonnes",2940922,"Cropland","1000 ha",3854
"Greece 1966","Greece",1966,"Total Population - Both sexes","1000 persons",8520.63,"Cereals, primary","Production","tonnes",3131459,"Cropland","1000 ha",3851
"Greece 1967","Greece",1967,"Total Population - Both sexes","1000 persons",8518.067,"Cereals, primary","Production","tonnes",3296848,"Cropland","1000 ha",3874
"Greece 1968","Greece",1968,"Total Population - Both sexes","1000 persons",8518.837,"Cereals, primary","Production","tonnes",2599570,"Cropland","1000 ha",3904
"Greece 1969","Greece",1969,"Total Population - Both sexes","1000 persons",8526.138,"Cereals, primary","Production","tonnes",2808284,"Cropland","1000 ha",3904
"Greece 1970","Greece",1970,"Total Population - Both sexes","1000 persons",8544.873,"Cereals, primary","Production","tonnes",3383647,"Cropland","1000 ha",3910
"Greece 1971","Greece",1971,"Total Population - Both sexes","1000 persons",8576.109,"Cereals, primary","Production","tonnes",3499802,"Cropland","1000 ha",3910
"Greece 1972","Greece",1972,"Total Population - Both sexes","1000 persons",8616.667,"Cereals, primary","Production","tonnes",3429237,"Cropland","1000 ha",3910
"Greece 1973","Greece",1973,"Total Population - Both sexes","1000 persons",8666.39,"Cereals, primary","Production","tonnes",3346195,"Cropland","1000 ha",3893
"Greece 1974","Greece",1974,"Total Population - Both sexes","1000 persons",8729.701,"Cereals, primary","Production","tonnes",3822091,"Cropland","1000 ha",3891
"Greece 1975","Greece",1975,"Total Population - Both sexes","1000 persons",8805.415,"Cereals, primary","Production","tonnes",3756331,"Cropland","1000 ha",3867
"Greece 1976","Greece",1976,"Total Population - Both sexes","1000 persons",8890.428,"Cereals, primary","Production","tonnes",4012372,"Cropland","1000 ha",3862
"Greece 1977","Greece",1977,"Total Population - Both sexes","1000 persons",8983.236,"Cereals, primary","Production","tonnes",3105043,"Cropland","1000 ha",3857
"Greece 1978","Greece",1978,"Total Population - Both sexes","1000 persons",9084.308,"Cereals, primary","Production","tonnes",4319678,"Cropland","1000 ha",3920
"Greece 1979","Greece",1979,"Total Population - Both sexes","1000 persons",9194.178,"Cereals, primary","Production","tonnes",4155381,"Cropland","1000 ha",3926
"Greece 1980","Greece",1980,"Total Population - Both sexes","1000 persons",9307.148,"Cereals, primary","Production","tonnes",5336321,"Cropland","1000 ha",3925
"Greece 1981","Greece",1981,"Total Population - Both sexes","1000 persons",9418.994,"Cereals, primary","Production","tonnes",5360985,"Cropland","1000 ha",3951
"Greece 1982","Greece",1982,"Total Population - Both sexes","1000 persons",9528.815,"Cereals, primary","Production","tonnes",5591065,"Cropland","1000 ha",3951
"Greece 1983","Greece",1983,"Total Population - Both sexes","1000 persons",9636.353,"Cereals, primary","Production","tonnes",4604903,"Cropland","1000 ha",3927
"Greece 1984","Greece",1984,"Total Population - Both sexes","1000 persons",9740.382,"Cereals, primary","Production","tonnes",5513055,"Cropland","1000 ha",3954
"Greece 1985","Greece",1985,"Total Population - Both sexes","1000 persons",9840.141,"Cereals, primary","Production","tonnes",4491643,"Cropland","1000 ha",3929
"Greece 1986","Greece",1986,"Total Population - Both sexes","1000 persons",9936.726,"Cereals, primary","Production","tonnes",5285924,"Cropland","1000 ha",3925
"Greece 1987","Greece",1987,"Total Population - Both sexes","1000 persons",10029.141,"Cereals, primary","Production","tonnes",5482023,"Cropland","1000 ha",3922
"Greece 1988","Greece",1988,"Total Population - Both sexes","1000 persons",10120.191,"Cereals, primary","Production","tonnes",5624260,"Cropland","1000 ha",3924
"Greece 1989","Greece",1989,"Total Population - Both sexes","1000 persons",10211.979,"Cereals, primary","Production","tonnes",5826480,"Cropland","1000 ha",3960
"Greece 1990","Greece",1990,"Total Population - Both sexes","1000 persons",10302.255,"Cereals, primary","Production","tonnes",4463739,"Cropland","1000 ha",3967
"Greece 1991","Greece",1991,"Total Population - Both sexes","1000 persons",10391.547,"Cereals, primary","Production","tonnes",6182700,"Cropland","1000 ha",3944
"Greece 1992","Greece",1992,"Total Population - Both sexes","1000 persons",10478.388,"Cereals, primary","Production","tonnes",5035400,"Cropland","1000 ha",3942
"Greece 1993","Greece",1993,"Total Population - Both sexes","1000 persons",10563.441,"Cereals, primary","Production","tonnes",4859715.35,"Cropland","1000 ha",3920
"Greece 1994","Greece",1994,"Total Population - Both sexes","1000 persons",10647.416,"Cereals, primary","Production","tonnes",5268468.3,"Cropland","1000 ha",3920
"Greece 1995","Greece",1995,"Total Population - Both sexes","1000 persons",10727.927,"Cereals, primary","Production","tonnes",4901335.01,"Cropland","1000 ha",3904
"Greece 1996","Greece",1996,"Total Population - Both sexes","1000 persons",10803.806,"Cereals, primary","Production","tonnes",4890858.42,"Cropland","1000 ha",3899
"Greece 1997","Greece",1997,"Total Population - Both sexes","1000 persons",10875.273,"Cereals, primary","Production","tonnes",4969279.07,"Cropland","1000 ha",3885
"Greece 1998","Greece",1998,"Total Population - Both sexes","1000 persons",10939.475,"Cereals, primary","Production","tonnes",4609251.3,"Cropland","1000 ha",3882
"Greece 1999","Greece",1999,"Total Population - Both sexes","1000 persons",10993.862,"Cereals, primary","Production","tonnes",4553770.02,"Cropland","1000 ha",3870
"Greece 2000","Greece",2000,"Total Population - Both sexes","1000 persons",11038.109,"Cereals, primary","Production","tonnes",4926526.58,"Cropland","1000 ha",3854
"Greece 2001","Greece",2001,"Total Population - Both sexes","1000 persons",11072.182,"Cereals, primary","Production","tonnes",4938620.09,"Cropland","1000 ha",3852
"Greece 2002","Greece",2002,"Total Population - Both sexes","1000 persons",11096.617,"Cereals, primary","Production","tonnes",4825424.23,"Cropland","1000 ha",3846
"Greece 2003","Greece",2003,"Total Population - Both sexes","1000 persons",11110.487,"Cereals, primary","Production","tonnes",4707635.05,"Cropland","1000 ha",3844
"Greece 2004","Greece",2004,"Total Population - Both sexes","1000 persons",11115.091,"Cereals, primary","Production","tonnes",5068320.56,"Cropland","1000 ha",3761
"Greece 2005","Greece",2005,"Total Population - Both sexes","1000 persons",11113.448,"Cereals, primary","Production","tonnes",5073515.28,"Cropland","1000 ha",3775
"Greece 2006","Greece",2006,"Total Population - Both sexes","1000 persons",11106.093,"Cereals, primary","Production","tonnes",4685375.99,"Cropland","1000 ha",3722
"Greece 2007","Greece",2007,"Total Population - Both sexes","1000 persons",11091.493,"Cereals, primary","Production","tonnes",4612071.19,"Cropland","1000 ha",3701
"Greece 2008","Greece",2008,"Total Population - Both sexes","1000 persons",11073.623,"Cereals, primary","Production","tonnes",5567223.68,"Cropland","1000 ha",3694
"Greece 2009","Greece",2009,"Total Population - Both sexes","1000 persons",11055.496,"Cereals, primary","Production","tonnes",5243740.08,"Cropland","1000 ha",3686
"Greece 2010","Greece",2010,"Total Population - Both sexes","1000 persons",11033.783,"Cereals, primary","Production","tonnes",4722507.58,"Cropland","1000 ha",3704
"Greece 2011","Greece",2011,"Total Population - Both sexes","1000 persons",11004.725,"Cereals, primary","Production","tonnes",4868851.63,"Cropland","1000 ha",3700
"Greece 2012","Greece",2012,"Total Population - Both sexes","1000 persons",10963.635,"Cereals, primary","Production","tonnes",4771538.78,"Cropland","1000 ha",3676
"Greece 2013","Greece",2013,"Total Population - Both sexes","1000 persons",10914.505,"Cereals, primary","Production","tonnes",4875338.39,"Cropland","1000 ha",3634
"Greece 2014","Greece",2014,"Total Population - Both sexes","1000 persons",10862.969,"Cereals, primary","Production","tonnes",4263956.43,"Cropland","1000 ha",3328
"Greece 2015","Greece",2015,"Total Population - Both sexes","1000 persons",10806.641,"Cereals, primary","Production","tonnes",4297233.2,"Cropland","1000 ha",3282
"Greece 2016","Greece",2016,"Total Population - Both sexes","1000 persons",10749.742,"Cereals, primary","Production","tonnes",3962383.67,"Cropland","1000 ha",3254
"Greece 2017","Greece",2017,"Total Population - Both sexes","1000 persons",10692.228,"Cereals, primary","Production","tonnes",3682860.97,"Cropland","1000 ha",3225.5751
"Greece 2018","Greece",2018,"Total Population - Both sexes","1000 persons",10633.271,"Cereals, primary","Production","tonnes",2993980,"Cropland","1000 ha",3226.3996
"Greece 2019","Greece",2019,"Total Population - Both sexes","1000 persons",10574.024,"Cereals, primary","Production","tonnes",2944220,"Cropland","1000 ha",3220.1601
"Greece 2020","Greece",2020,"Total Population - Both sexes","1000 persons",10512.232,"Cereals, primary","Production","tonnes",3105370,"Cropland","1000 ha",3220.1601
"Hungary 1961","Hungary",1961,"Total Population - Both sexes","1000 persons",10025.847,"Cereals, primary","Production","tonnes",6174805,"Cropland","1000 ha",5624
"Hungary 1962","Hungary",1962,"Total Population - Both sexes","1000 persons",10057.458,"Cereals, primary","Production","tonnes",6829499,"Cropland","1000 ha",5622
"Hungary 1963","Hungary",1963,"Total Population - Both sexes","1000 persons",10083.327,"Cereals, primary","Production","tonnes",6478872,"Cropland","1000 ha",5625
"Hungary 1964","Hungary",1964,"Total Population - Both sexes","1000 persons",10114.174,"Cereals, primary","Production","tonnes",6918522,"Cropland","1000 ha",5638
"Hungary 1965","Hungary",1965,"Total Population - Both sexes","1000 persons",10140.853,"Cereals, primary","Production","tonnes",7495221,"Cropland","1000 ha",5649
"Hungary 1966","Hungary",1966,"Total Population - Both sexes","1000 persons",10170.085,"Cereals, primary","Production","tonnes",7621221,"Cropland","1000 ha",5642
"Hungary 1967","Hungary",1967,"Total Population - Both sexes","1000 persons",10206.826,"Cereals, primary","Production","tonnes",7933082,"Cropland","1000 ha",5626
"Hungary 1968","Hungary",1968,"Total Population - Both sexes","1000 persons",10244.338,"Cereals, primary","Production","tonnes",8453829,"Cropland","1000 ha",5613
"Hungary 1969","Hungary",1969,"Total Population - Both sexes","1000 persons",10281.121,"Cereals, primary","Production","tonnes",9711470,"Cropland","1000 ha",5604
"Hungary 1970","Hungary",1970,"Total Population - Both sexes","1000 persons",10315.366,"Cereals, primary","Production","tonnes",7640260,"Cropland","1000 ha",5594
"Hungary 1971","Hungary",1971,"Total Population - Both sexes","1000 persons",10345.364,"Cereals, primary","Production","tonnes",9818933,"Cropland","1000 ha",5578
"Hungary 1972","Hungary",1972,"Total Population - Both sexes","1000 persons",10376.617,"Cereals, primary","Production","tonnes",10803835,"Cropland","1000 ha",5565
"Hungary 1973","Hungary",1973,"Total Population - Both sexes","1000 persons",10410.508,"Cereals, primary","Production","tonnes",11698511,"Cropland","1000 ha",5555
"Hungary 1974","Hungary",1974,"Total Population - Both sexes","1000 persons",10457.947,"Cereals, primary","Production","tonnes",12468716,"Cropland","1000 ha",5503
"Hungary 1975","Hungary",1975,"Total Population - Both sexes","1000 persons",10520.237,"Cereals, primary","Production","tonnes",12225960,"Cropland","1000 ha",5495
"Hungary 1976","Hungary",1976,"Total Population - Both sexes","1000 persons",10578.508,"Cereals, primary","Production","tonnes",11347383,"Cropland","1000 ha",5471
"Hungary 1977","Hungary",1977,"Total Population - Both sexes","1000 persons",10627.916,"Cereals, primary","Production","tonnes",12335895,"Cropland","1000 ha",5422
"Hungary 1978","Hungary",1978,"Total Population - Both sexes","1000 persons",10664.862,"Cereals, primary","Production","tonnes",13385358,"Cropland","1000 ha",5388
"Hungary 1979","Hungary",1979,"Total Population - Both sexes","1000 persons",10692.715,"Cereals, primary","Production","tonnes",12103387,"Cropland","1000 ha",5354
"Hungary 1980","Hungary",1980,"Total Population - Both sexes","1000 persons",10698.679,"Cereals, primary","Production","tonnes",14009190,"Cropland","1000 ha",5333
"Hungary 1981","Hungary",1981,"Total Population - Both sexes","1000 persons",10680.62,"Cereals, primary","Production","tonnes",12889433,"Cropland","1000 ha",5317
"Hungary 1982","Hungary",1982,"Total Population - Both sexes","1000 persons",10655.624,"Cereals, primary","Production","tonnes",14919042,"Cropland","1000 ha",5299
"Hungary 1983","Hungary",1983,"Total Population - Both sexes","1000 persons",10620.934,"Cereals, primary","Production","tonnes",13764913,"Cropland","1000 ha",5292
"Hungary 1984","Hungary",1984,"Total Population - Both sexes","1000 persons",10580.906,"Cereals, primary","Production","tonnes",15730515,"Cropland","1000 ha",5289
"Hungary 1985","Hungary",1985,"Total Population - Both sexes","1000 persons",10542.754,"Cereals, primary","Production","tonnes",14808816,"Cropland","1000 ha",5293
"Hungary 1986","Hungary",1986,"Total Population - Both sexes","1000 persons",10505.772,"Cereals, primary","Production","tonnes",14301241,"Cropland","1000 ha",5289
"Hungary 1987","Hungary",1987,"Total Population - Both sexes","1000 persons",10469.192,"Cereals, primary","Production","tonnes",14168185,"Cropland","1000 ha",5289
"Hungary 1988","Hungary",1988,"Total Population - Both sexes","1000 persons",10434.265,"Cereals, primary","Production","tonnes",14966140,"Cropland","1000 ha",5287
"Hungary 1989","Hungary",1989,"Total Population - Both sexes","1000 persons",10397.173,"Cereals, primary","Production","tonnes",15416584,"Cropland","1000 ha",5287
"Hungary 1990","Hungary",1990,"Total Population - Both sexes","1000 persons",10375.989,"Cereals, primary","Production","tonnes",12561481,"Cropland","1000 ha",5288
"Hungary 1991","Hungary",1991,"Total Population - Both sexes","1000 persons",10374.747,"Cereals, primary","Production","tonnes",15832169,"Cropland","1000 ha",5287
"Hungary 1992","Hungary",1992,"Total Population - Both sexes","1000 persons",10370.06,"Cereals, primary","Production","tonnes",10011896,"Cropland","1000 ha",4972
"Hungary 1993","Hungary",1993,"Total Population - Both sexes","1000 persons",10357.421,"Cereals, primary","Production","tonnes",8548410,"Cropland","1000 ha",4973
"Hungary 1994","Hungary",1994,"Total Population - Both sexes","1000 persons",10342.434,"Cereals, primary","Production","tonnes",11748979.46,"Cropland","1000 ha",4974
"Hungary 1995","Hungary",1995,"Total Population - Both sexes","1000 persons",10327.169,"Cereals, primary","Production","tonnes",11298996,"Cropland","1000 ha",5031
"Hungary 1996","Hungary",1996,"Total Population - Both sexes","1000 persons",10308.267,"Cereals, primary","Production","tonnes",11343967,"Cropland","1000 ha",5036
"Hungary 1997","Hungary",1997,"Total Population - Both sexes","1000 persons",10286.22,"Cereals, primary","Production","tonnes",14139126,"Cropland","1000 ha",5047
"Hungary 1998","Hungary",1998,"Total Population - Both sexes","1000 persons",10260.967,"Cereals, primary","Production","tonnes",13037591,"Cropland","1000 ha",5045
"Hungary 1999","Hungary",1999,"Total Population - Both sexes","1000 persons",10230.256,"Cereals, primary","Production","tonnes",11392048,"Cropland","1000 ha",5039
"Hungary 2000","Hungary",2000,"Total Population - Both sexes","1000 persons",10202.055,"Cereals, primary","Production","tonnes",10036050,"Cropland","1000 ha",4803
"Hungary 2001","Hungary",2001,"Total Population - Both sexes","1000 persons",10177.955,"Cereals, primary","Production","tonnes",15045901,"Cropland","1000 ha",4804
"Hungary 2002","Hungary",2002,"Total Population - Both sexes","1000 persons",10148.401,"Cereals, primary","Production","tonnes",11703295,"Cropland","1000 ha",4786
"Hungary 2003","Hungary",2003,"Total Population - Both sexes","1000 persons",10118.062,"Cereals, primary","Production","tonnes",8769586,"Cropland","1000 ha",4803
"Hungary 2004","Hungary",2004,"Total Population - Both sexes","1000 persons",10094.493,"Cereals, primary","Production","tonnes",16779323,"Cropland","1000 ha",4804
"Hungary 2005","Hungary",2005,"Total Population - Both sexes","1000 persons",10073.525,"Cereals, primary","Production","tonnes",16212463,"Cropland","1000 ha",4806
"Hungary 2006","Hungary",2006,"Total Population - Both sexes","1000 persons",10057.063,"Cereals, primary","Production","tonnes",14467371,"Cropland","1000 ha",4794
"Hungary 2007","Hungary",2007,"Total Population - Both sexes","1000 persons",10041.172,"Cereals, primary","Production","tonnes",9652899,"Cropland","1000 ha",4790
"Hungary 2008","Hungary",2008,"Total Population - Both sexes","1000 persons",10023.51,"Cereals, primary","Production","tonnes",16840650,"Cropland","1000 ha",4780
"Hungary 2009","Hungary",2009,"Total Population - Both sexes","1000 persons",10008.579,"Cereals, primary","Production","tonnes",13590362,"Cropland","1000 ha",4779
"Hungary 2010","Hungary",2010,"Total Population - Both sexes","1000 persons",9986.825,"Cereals, primary","Production","tonnes",12269359,"Cropland","1000 ha",4580
"Hungary 2011","Hungary",2011,"Total Population - Both sexes","1000 persons",9953.245,"Cereals, primary","Production","tonnes",13678147,"Cropland","1000 ha",4578
"Hungary 2012","Hungary",2012,"Total Population - Both sexes","1000 persons",9922.127,"Cereals, primary","Production","tonnes",10372740,"Cropland","1000 ha",4579
"Hungary 2013","Hungary",2013,"Total Population - Both sexes","1000 persons",9894.639,"Cereals, primary","Production","tonnes",13609910,"Cropland","1000 ha",4498
"Hungary 2014","Hungary",2014,"Total Population - Both sexes","1000 persons",9867.901,"Cereals, primary","Production","tonnes",16613380,"Cropland","1000 ha",4503
"Hungary 2015","Hungary",2015,"Total Population - Both sexes","1000 persons",9844.246,"Cereals, primary","Production","tonnes",14145172,"Cropland","1000 ha",4503
"Hungary 2016","Hungary",2016,"Total Population - Both sexes","1000 persons",9815.104,"Cereals, primary","Production","tonnes",16643885,"Cropland","1000 ha",4499
"Hungary 2017","Hungary",2017,"Total Population - Both sexes","1000 persons",9788.941,"Cereals, primary","Production","tonnes",14017280,"Cropland","1000 ha",4499
"Hungary 2018","Hungary",2018,"Total Population - Both sexes","1000 persons",9776.358,"Cereals, primary","Production","tonnes",14885530,"Cropland","1000 ha",4497
"Hungary 2019","Hungary",2019,"Total Population - Both sexes","1000 persons",9771.796,"Cereals, primary","Production","tonnes",15650010,"Cropland","1000 ha",4488
"Hungary 2020","Hungary",2020,"Total Population - Both sexes","1000 persons",9750.573,"Cereals, primary","Production","tonnes",15566640,"Cropland","1000 ha",4170
"India 1961","India",1961,"Total Population - Both sexes","1000 persons",456351.876,"Cereals, primary","Production","tonnes",87376496,"Cropland","1000 ha",160986
"India 1962","India",1962,"Total Population - Both sexes","1000 persons",467024.193,"Cereals, primary","Production","tonnes",87257552,"Cropland","1000 ha",162400
"India 1963","India",1963,"Total Population - Both sexes","1000 persons",477933.619,"Cereals, primary","Production","tonnes",90373008,"Cropland","1000 ha",162050
"India 1964","India",1964,"Total Population - Both sexes","1000 persons",489059.309,"Cereals, primary","Production","tonnes",93706000,"Cropland","1000 ha",162118
"India 1965","India",1965,"Total Population - Both sexes","1000 persons",500114.346,"Cereals, primary","Production","tonnes",79699504,"Cropland","1000 ha",162434
"India 1966","India",1966,"Total Population - Both sexes","1000 persons",510992.617,"Cereals, primary","Production","tonnes",80137608,"Cropland","1000 ha",162720
"India 1967","India",1967,"Total Population - Both sexes","1000 persons",521987.069,"Cereals, primary","Production","tonnes",95453504,"Cropland","1000 ha",163790
"India 1968","India",1968,"Total Population - Both sexes","1000 persons",533431.909,"Cereals, primary","Production","tonnes",102443708,"Cropland","1000 ha",164569
"India 1969","India",1969,"Total Population - Both sexes","1000 persons",545314.67,"Cereals, primary","Production","tonnes",106291244,"Cropland","1000 ha",164476
"India 1970","India",1970,"Total Population - Both sexes","1000 persons",557501.301,"Cereals, primary","Production","tonnes",113909504,"Cropland","1000 ha",165060
"India 1971","India",1971,"Total Population - Both sexes","1000 persons",569999.178,"Cereals, primary","Production","tonnes",113238296,"Cropland","1000 ha",164556
"India 1972","India",1972,"Total Population - Both sexes","1000 persons",582837.973,"Cereals, primary","Production","tonnes",108615456,"Cropland","1000 ha",164986
"India 1973","India",1973,"Total Population - Both sexes","1000 persons",596107.483,"Cereals, primary","Production","tonnes",119648216,"Cropland","1000 ha",166044
"India 1974","India",1974,"Total Population - Both sexes","1000 persons",609721.951,"Cereals, primary","Production","tonnes",106793000,"Cropland","1000 ha",166501
"India 1975","India",1975,"Total Population - Both sexes","1000 persons",623524.219,"Cereals, primary","Production","tonnes",127807800,"Cropland","1000 ha",166838
"India 1976","India",1976,"Total Population - Both sexes","1000 persons",637451.448,"Cereals, primary","Production","tonnes",121625108,"Cropland","1000 ha",167057
"India 1977","India",1977,"Total Population - Both sexes","1000 persons",651685.628,"Cereals, primary","Production","tonnes",138062904,"Cropland","1000 ha",167059
"India 1978","India",1978,"Total Population - Both sexes","1000 persons",666267.76,"Cereals, primary","Production","tonnes",142964696,"Cropland","1000 ha",168239
"India 1979","India",1979,"Total Population - Both sexes","1000 persons",681248.383,"Cereals, primary","Production","tonnes",126470304,"Cropland","1000 ha",168444
"India 1980","India",1980,"Total Population - Both sexes","1000 persons",696828.385,"Cereals, primary","Production","tonnes",140490600,"Cropland","1000 ha",168154
